"name","rank_overall","rank_presence","rank_impact","rank_open","rank_excellence"
"National Kaohsiung University of Hospitality and Tourism / 國立高雄餐旅大學","8635","2669","6993","7356","6084"
"William Jessup University","8635","12254","6043","7356","6084"
"(3) University of Pannonia Georgikon Faculty of Agriculture","8647","9051","11177","4878","6084"
"Hebei Radio and TV University / 河北广播电视大学","8647","9962","6213","7356","6084"
"Central Community College","8647","9768","6228","7356","6084"
"Chowan University","8647","12124","6063","7356","6084"
"Changjiang Institute of Technology / 长江工程职业技术学院","8647","10660","6169","7356","6084"
"Chongqing Aerospace Polytechnic / 重庆航天职业技术学院","8647","17040","5698","7356","6084"
"Southeast Arkansas College","8647","16483","5742","7356","6084"
"South Eastern Kenya University","8647","3696","13687","3024","6084"
"Capital Financial and Humanities Academy / Столичная финансово-гуманитарная академия","8647","15082","5831","7356","6084"
"University of Liberal Arts Bangladesh","8647","9586","10551","5359","6084"
"University of Malayer","8647","4979","13503","3007","6084"
"Mitchell College","8647","12143","6064","7356","6084"
"Nanjing College of Information Technology / 南京信息职业技术学院","8647","16566","5735","7356","6084"
"ranking","","","","",""
"Pwani University","8647","1972","13525","3560","6084"
"Sadjad Institute of Higher Education Mashhad","8647","5138","6635","7356","6084"
"Sichuan Vocational College of Chemical Technology / 四川化工职业技术学院","8647","10035","6205","7356","6084"
"Medicine Hat College","8663","11751","6110","7356","6084"
"Pearson College London","8663","13099","5999","7356","6084"
"Universidade Autónoma de Lisboa","8663","9794","10700","7356","5341"
"Calvary University","8663","11052","6151","7356","6084"
"Cornwall College","8663","9183","6285","7356","6084"
"Xiantao Vocational College / 仙桃职业学院","8663","11774","6107","7356","6084"
"Herkimer County Community College","8663","11348","6141","7356","6084"
"Zhixing College of Hubei University / 湖北大学知行学院","8663","11845","6093","7356","6084"
"Heze Medical College / 菏泽医学专科学校","8663","9801","6231","7356","6084"
"International Helenic University","8663","4823","12502","4015","6084"
"Instituto Tecnológico de Querétaro","8663","15955","12324","7356","5022"
"Jiangsu Vocational Institute of Architectural Technology / 江苏建筑职业技术学院","8663","6848","6463","7356","6084"
"Tibet Traditional Medical College / 西藏藏医学院","8663","21876","5371","7356","6084"
"Sotheby's Institute of Art London","8676","15386","5832","7356","6084"
"University of Montana Western","8676","9105","6294","7356","6084"
"Anhui Business Vocational College / 安徽工商职业学院","8676","12347","6070","7356","6084"
"Fundação Universitária de Cardiologia","8676","22164","19725","7356","3600"
"Columbia State Community College","8676","10367","6209","7356","6084"
"Multnomah University","8676","13615","5966","7356","6084"
"Yakima Valley Community College","8676","8534","6337","7356","6084"
"Guangdong Polytechnic Institute / 广东理工职业学院","8676","11866","6113","7356","6084"
"Jiangxi College of Traditional Chinese Medicine / 江西中医药高等专科学校","8676","11790","6121","7356","6084"
"Kankakee Community College","8676","9419","6274","7356","6084"
"Institut Agama Islam Negeri IAIN Salatiga","8686","3938","6838","7356","6084"
"Naval School Nikola Vaptsarov Varna / Висше военноморско училище Никола Йонков Вапцаров","8686","7311","10324","5720","6084"
"Norwich University of the Arts","8686","16923","5734","7356","6084"
"Gansu Medical College / 甘肃医学院","8686","10026","6244","7356","6084"
"Plymouth College of Art and Design","8686","10813","6183","7356","6084"
"Shanghai Vocational College of Agriculture and Forestry / 上海农林职业技术学院","8686","9387","6289","7356","6084"
"San Joaquin Valley College","8686","15624","5822","7356","6084"
"2iE International Institute for Water and Environmental Engineering","8686","2534","9918","7356","5624"
"B V B College of Engineering and Technology","8686","2970","13289","3594","6084"
"University of Northwestern Ohio","8686","18757","5609","7356","6084"
"(1) University of Technology Jamaica","8696","11239","15888","7356","4534"
"Whitireia Polytechnic","8696","9338","6305","7356","6084"
"Shandong College of Traditional Chinese Medicine / 山东中医药高等专科学校","8696","11485","6155","7356","6084"
"Shaanxi Industrial Technology / 陕西国防工业职业技术学院","8696","8957","6335","7356","6084"
"(3) Chengdu Institute Sichuan International Studies University / 四川外国语大学成都学院","8696","19694","5557","7356","6084"
"Daelim College / 대림대학교","8696","5390","14121","7356","4882"
"ALMA University / Almaty Management University","8702","4640","10449","5861","6084"
"Shandong Foreign Trade Vocational College / 山东外贸职业学院","8702","13772","5995","7356","6084"
"Universidad Católica de Manizales","8702","5705","11800","4635","6084"
"University of Kota","8702","13315","10579","5142","6084"
"Zimbabwe Open University","8702","5727","13995","6954","5178"
"Leeds Arts University","8702","11018","6200","7356","6084"
"Graduate School of Neural and Behavioural Sciences International Max Planck Research School","8702","22230","16975","7356","4164"
"Mississippi Gulf Coast Community College","8709","12576","6099","7356","6084"
"Nagasaki University of Foreign Studies / 長崎外国語大学","8709","13010","6059","7356","6084"
"Tianjin University of Commerce Bousted College / 天津商业大学宝德学院","8709","14146","5976","7356","6084"
"(3) Universidad de la República Facultad de Humanidades y Ciencias de la Educacion","8709","2705","9774","6476","6084"
"Fujian Commercial College / 福建商学院","8709","5945","6607","7356","6084"
"Institut Agama Islam Negeri IAIN Surakarta","8709","2589","12804","4124","6084"
"Gateway Community College","8715","14552","5947","7356","6084"
"Federation of Trade Unions of Belarus International University MITSO / Федерации профсоюзов Беларуси Международный университет МИТСО","8715","5462","11009","5352","6084"
"National Defence University Carol I","8715","10017","10492","5456","6084"
"Berliner Technische Kunsthochschule","8715","10187","6275","7356","6084"
"(3) CITY College International Faculty University of Sheffield","8715","5727","9482","6410","6084"
"(1) Fujian Polytechnic of Information Technology / 福建信息职业技术学院","8720","13497","6055","7356","6084"
"National University of Bangladesh","8720","4243","6858","7356","6084"
"New York Academy of Art","8720","15194","5917","7356","6084"
"Perbanas Institute","8720","3996","12310","4369","6084"
"Wuhan College / 武汉学院","8720","8039","6462","7356","6084"
"Zhejiang Radio & Television University / 浙江广播电视大学","8720","8512","6415","7356","6084"
"Green University of Bangladesh","8720","12438","9779","5890","6084"
"Hubei Light Industry Technology Institute / 湖北轻工职业技术学院","8720","12405","6134","7356","6084"
"Jiangyin Polytechnic College / 江阴职业技术学院","8720","6610","6568","7356","6084"
"Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Royal Sumatera Utara","8720","10429","6271","7356","6084"
"Tianjin University of Sport / 天津体育学院","8720","13070","6086","7356","6084"
"Tashkent State Pedagogical University","8732","1415","16186","4213","5624"
"Vitebsk State Academy of Veterinary Medicine / государственная академия ветеринарной медицины","8732","5532","14006","2529","6084"
"Xinjiang Tianshan Vocational & Technical College / 新疆天山职业技术学院","8732","22049","5433","7356","6084"
"Canadian College of Naturopathic Medicine","8732","14354","6001","7356","6084"
"École de Management de Normandie / EM Normandie","8732","11107","6236","7356","6084"
"Florida Coastal School of Law","8732","12471","6147","7356","6084"
"Hochschule Geisenheim University","8732","8333","6445","7356","6084"
"Belarusian Trade and Economics University of Consumer Cooperatives / Белорусский торгово-экономический университет потребительской кооперации","8732","5590","12814","3709","6084"
"Iowa Western Community College","8732","11790","6181","7356","6084"
"Jingchu University of Technology / 荆楚理工学院","8732","10404","6287","7356","6084"
"Jiangxi Manufacturing Vocational and Technical College / 江西制造职业技术学院","8732","8309","6438","7356","6084"
"Instituto Federal de Ciência e Tecnologia de Sergipe IFS","8743","4790","11440","5126","6084"
"Internationale Fachhochschule Bad Honnef Bonn","8743","10863","6262","7356","6084"
"Lackawanna College","8743","9625","6355","7356","6084"
"(3) University of the Philippines Open University","8743","7631","9977","5999","6084"
"Zhejiang Tongji Vocational College of Science & Technology / 浙江同济科技职业学院","8743","11151","6238","7356","6084"
"Urban Vocational College of Sichuan / 四川城市职业学院","8743","10324","6293","7356","6084"
"(4) Trident (TUIU Touro) University","8743","14406","6009","7356","6084"
"Community College of Beaver County","8743","11031","6252","7356","6084"
"Columbia College SC","8743","12369","6153","7356","6084"
"Monroe County Community College","8752","9965","6341","7356","6084"
"Point University (Atlanta Christian College)","8752","14370","6018","7356","6084"
"Carl Sandburg College","8752","11430","6235","7356","6084"
"Lake Sumter State College","8755","8080","6506","7356","6084"
"Madinah Institute for Leadership and Entrepreneurship","8755","17434","5789","7356","6084"
"M S Ramaiah University of Applied Sciences","8755","8116","13461","2889","6084"
"Northeast Alabama Community College","8755","12921","6143","7356","6084"
"Instituto Caro y Cuervo Seminario Andrés Bello","8755","2793","9425","6690","6084"
"Changde Vocational Technical College / 常德职业技术学院","8755","13685","6075","7356","6084"
"ranking","","","","",""
"Hunan Arts and Crafts Vocational College / 湖南工艺美术职业学院","8755","13315","6108","7356","6084"
"Hochschule Hof","8755","10863","6278","7356","6084"
"Jiangxi Vocational & Technical College of Information Application / 江西信息应用职业技术学院","8755","9506","6378","7356","6084"
"Xiamen City University / 厦门城市职业学院","8755","15646","5929","7356","6084"
"Hubei Land Resources College / 湖北国土资源职业学院","8765","12640","6167","7356","6084"
"Institut National des Hautes Études de la sécurité et de la justice INHESJ","8765","15100","5974","7356","6084"
"National Technical University of Agriculture Peter Vasilenko / Харківський національний технічний університет сільського господарства Петра Василенка","8765","7420","13616","2794","6084"
"Nigerian Defence Academy Kaduna","8765","19726","11453","3920","6084"
"Politeknik Negeri Semarang","8765","3547","12802","4071","6084"
"Universitas Islam Negeri UIN Raden Fatah","8765","3394","7046","7356","6084"
"Southern State Community College","8765","13685","6103","7356","6084"
"Toccoa Falls College","8765","14576","6025","7356","6084"
"Toyota National College of Technology / 豊田工業高等専門学校","8765","10560","11993","7356","5178"
"Sekolah Tinggi Manajemen Informatika dan Teknik Komputer STMIK STIKOM Bali","8774","4979","12172","4431","6084"
"Florida Keys Community College","8774","16207","5915","7356","6084"
"Institute for European Studies Brussels","8774","6405","6682","7356","6084"
"Jinnah University for Women","8774","13582","12708","7356","5022"
"Wuhan College of Foreign Languages & Foreign Affairs / 武汉外语外事职业学院","8774","10367","6347","7356","6084"
"Concordia University Ann Arbor","8774","15117","5986","7356","6084"
"Guangzhou Open University / 广州市广播电视大学","8774","11115","6282","7356","6084"
"Rennes School of Business / École Supérieure de Commerce Rennes","8774","14978","6005","7356","6084"
"Saint Petersburg State Transport University / Петербургский государственный университет путей сообщения","8782","4260","6937","7356","6084"
"Institute of Technology and Business / Vysoká škola technická a ekonomická v Českých Budějovicích VŠTE","8782","5091","10654","5730","6084"
"Shanghai Technical Institute of Electronics & Information / 上海电子信息职业技术学院","8782","9511","6418","7356","6084"
"(3) Universidad Francisco de Paula Santander Ocaña","8782","4739","11704","4953","6084"
"Institut Mines-Télécom Business School (Télécom École de Management)","8782","11691","10517","5399","6084"
"Contra Costa College","8782","13652","6118","7356","6084"
"École Française d'Extrême Orient (comUE Université Paris PSL)","8782","5945","6727","7356","6084"
"Confederation College","8789","6848","6651","7356","6084"
"Digital Hollywood University / デジタルハリウッド大学","8789","13806","6122","7356","6084"
"Don State University of Agriculture / донской государственный аграрный университет","8789","9331","6447","7356","6084"
"Enugu State University of Science & Technology","8789","15624","10334","5306","6084"
"South Florida Community College","8789","12095","6242","7356","6084"
"Ternopil V Hnatiuk National Pedagogical University / Тернопільський національний педагогічний університет","8789","930","7697","7356","6084"
"Rajiv Gandhi Institute of Petroleum Technology","8789","16892","11390","4255","6084"
"Zhengzhou Tourism College / 郑州旅游职业学院","8789","8504","6522","7356","6084"
"Imo State University Owerri","8789","21741","11399","6202","5624"
"Islamic University in Uganda","8789","7155","14085","7356","4882"
"Hunan College of Information / 湖南信息职业技术学院","8799","10263","6380","7356","6084"
"Pitt Community College","8799","10725","6353","7356","6084"
"Chenzhou Vocational Technical College / 郴州职业技术学院","8799","9847","6422","7356","6084"
"Technische Hochschule Aschaffenburg","8799","8415","6533","7356","6084"
"Shoolini University of Biotechnology and Management Sciences","8803","7347","13951","2518","6084"
"Tianjin Youth Professional College / 天津青年职业学院","8803","16060","5950","7356","6084"
"Hotan Institute of Education / 北京教育学院","8803","16123","5951","7356","6084"
"Cairn University (Philadelphia Biblical University)","8803","5790","6774","7356","6084"
"Capital University of Physical Education & Sports / 首都体育学院","8803","10489","6369","7356","6084"
"Dalian Art College / 大连艺术学院","8803","11073","6330","7356","6084"
"Kanazawa Gakuin University / 金沢学院大学","8803","9401","9337","7356","5624"
"Hochschule fur Musik und Theater München","8803","6887","6672","7356","6084"
"Navarro College","8803","10560","6373","7356","6084"
"Universidad de Viña del Mar","8803","11608","9149","7356","5624"
"Wakkanai Hokusei Gakuen University / 稚内北星学園大学","8803","9230","6484","7356","6084"
"Xavier University Ateneo de Cagayan","8814","9086","8194","6925","6084"
"Xiangyang Vocational & Technical College / 襄阳职业技术学院","8814","14327","6117","7356","6084"
"Tungnan University / 東南科技大學校首頁","8814","4152","6990","7356","6084"
"Management Developement Institute of Singapore","8814","13053","6201","7356","6084"
"Massachusetts Bay Community College","8818","11533","6317","7356","6084"
"Federal University Kashere Gombe State","8818","5138","11014","5517","6084"
"Henan Polytechnic / 河南职业技术学院","8818","8237","6569","7356","6084"
"Jiangxi Institute of Economic Administrators / 江西经济管理干部学院","8818","12314","6267","7356","6084"
"Wuhan Engineering Institute / 武汉工程职业技术学院","8818","11519","6329","7356","6084"
"Weinan Vocational and Technical College / 渭南职业技术学院","8818","6726","6712","7356","6084"
"Munich Academy of Fine Arts","8818","6055","6781","7356","6084"
"École Internationale des Sciences du Traitement de l’information EISTI (Institut Polytechnique du Grand Paris) (comUE Université Paris Seine)","8818","7274","6661","7356","6084"
"Columbia College Hollywood","8826","17001","5926","7356","6084"
"Wayne County Community College District","8826","9518","6502","7356","6084"
"Yunnan Land and Resources Vocational College / 云南国土资源职业学院","8826","9097","6527","7356","6084"
"IPSA École d'ingénieurs en aéronautique et spatial","8826","11115","10019","5879","6084"
"Insitut Teknologi Telkom Surabaya","8826","9609","10090","5913","6084"
"Terra Community College","8826","11804","6314","7356","6084"
"Shanxi Industrial and Commercial College / 山西工商学院","8832","8866","6549","7356","6084"
"Zhejiang International Maritime College / 浙江国际海运职业技术学院","8832","12509","6273","7356","6084"
"Liaoning Institute of Media / 辽宁传媒学院","8832","13894","6168","7356","6084"
"Newcastle College","8832","12347","6283","7356","6084"
"Northwest Florida State College (Okaloosa Walton College)","8832","9577","6504","7356","6084"
"Chongqing Three Gorges Vocational College / 重庆三峡职业学院","8832","10054","6460","7356","6084"
"Guilin University of Aerospace Technology / 桂林航天工业高等专科学校","8832","7833","6643","7356","6084"
"Hochschule für Musik Hanns Eisler Berlin","8832","13745","6186","7356","6084"
"(1) Hochschule für Musik und Tanz Köln","8832","9429","6520","7356","6084"
"Guangzhou Huali Science & Technology Vocational College / 广州华立科技职业学院","8841","8160","6623","7356","6084"
"Harbin Railway Technical College / 哈尔滨铁道职业技术学院","8841","15531","6057","7356","6084"
"International University of Travnik / Internacionalni Univerzitet Travnik","8841","10706","6426","7356","6084"
"Northwestern University Modern College / 西北大学现代学院","8841","15934","6029","7356","6084"
"Central Institute of Fisheries Technology","8841","6275","6797","7356","6084"
"Culver Stockton College","8841","16290","6000","7356","6084"
"Far East State Medical University / Дальневосточного государственного медицинского университета","8841","366","8094","7356","6084"
"Baqai Medical University","8848","17716","13253","7356","4882"
"Beijing College of Social Administration / 北京社会管理职业学院","8848","8583","6591","7356","6084"
"Benguet State University","8848","12212","12816","5904","5624"
"Changchun University of Technology School of Humanities and Information / 长春工业大学人文信息学院","8848","7631","6699","7356","6084"
"Hanazono University / 花園大学","8848","6454","6782","7356","6084"
"Hebei College of Science and Technology / 河北科技学院","8848","11042","6410","7356","6084"
"Lake Land College Illinois","8848","10423","6453","7356","6084"
"National University Odessa Maritime Academy /Національний університет Одеська Морська Академія","8848","11620","13128","3074","6084"
"Otemon Gakuin University / 追手門学院大学","8848","7347","6711","7356","6084"
"Wuwei Occupational College / 武威职业学院","8848","9787","6508","7356","6084"
"(4) Florida National University","8858","10853","6432","7356","6084"
"Gomel State Medical University / Гомельский государственный медицинский университет","8858","4746","13798","3076","6084"
"LCC International University / LCC tarptautinis universitetas","8858","16207","8847","7356","5624"
"ranking","","","","",""
"Chongqing Three Gorges Medical College / 重庆三峡医药高等专科学校","8858","9992","6503","7356","6084"
"Momoyama Gakuin University (St Andrew's University) / 桃山学院大学","8858","5611","6890","7356","6084"
"National Institute of Dramatic Art","8858","10443","6468","7356","6084"
"Northern Lights College","8858","9409","6547","7356","6084"
"Qilu Normal University / 齐鲁师范学院","8858","7956","6666","7356","6084"
"Tianjin Modern Vocational Technology College / 天津现代职业技术学院","8866","13806","6214","7356","6084"
"Xinghai Conservatory of Music / 星海音乐学院","8866","8754","6608","7356","6084"
"Yangzhou Polytechnic Institute / 扬州工业职业技术学院","8866","7549","6721","7356","6084"
"École d'Ingenieur Informatique","8866","17176","5957","7356","6084"
"Amur State University / Амурский государственный университет","8870","4079","7104","7356","6084"
"Parker University (College of Chiropractic)","8870","8003","6702","7356","6084"
"VAMK University of Applied Sciences (Vaasa Polytechnic) / Vaasan ammattikorkeakoulu","8870","4846","6998","7356","6084"
"Guangdong Technion Israel Institute of Technology GTIIT Guangdong Technion / 广东以色列理工学院","8870","13702","12322","3714","6084"
"Inner Mongolia Technical College of Construction / 内蒙古建筑职业技术学院","8870","10652","6477","7356","6084"
"Université de Saint-Boniface (College Universitaire de Saint Boniface)","8870","8875","6613","7356","6084"
"VIVES University College / Katholieke Hogeschool VIVES","8870","7833","6708","7356","6084"
"Yanbian University of Science & Technology / 延边大学科学技术学院","8870","11586","6401","7356","6084"
"Quanzhou Institute of Information Engineering / 泉州信息工程学院","8878","10966","6469","7356","6084"
"Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Gici","8878","17806","5931","7356","6084"
"Christian Theological Seminary","8878","14448","6192","7356","6084"
"Chaoyang Teachers College / 朝阳师范高等专科学校","8878","14240","6211","7356","6084"
"Institut Paul Bocuse Lyon","8878","13934","6239","7356","6084"
"Institution de la Recherche et de l'Enseignement Supérieur Agricoles","8883","5390","13493","3359","6084"
"TIAS School for Business and Society","8883","10763","6495","7356","6084"
"Virginia Western Community College","8883","7509","6758","7356","6084"
"Nan Kai University of Technology / 南開科技大學","8883","3905","7163","7356","6084"
"Quinsigamond Community College","8883","8446","6679","7356","6084"
"Box Hill Institute","8883","18583","5889","7356","6084"
"European Humanities University / Europos Humanitarinis Universitetas","8883","7718","6741","7356","6084"
"American Musical and Dramatic Academy","8890","13028","6318","7356","6084"
"Academy of Performing Arts in Prague / Akademie múzických umění v Praze AMU","8890","4347","7099","7356","6084"
"(3) University of the Philippines in the Visayas","8890","17872","11937","6178","5624"
"Instituto Federal de Educação Ciência e Tecnologia do Sertão Pernambucano","8890","3612","11061","5743","6084"
"Instituto Universitario Aeronáutico","8890","8160","6720","7356","6084"
"Le Fresnoy Studio National d'Arts Contemporains","8890","7718","6757","7356","6084"
"NSHM College of Management & Technology","8890","7833","11830","4697","6084"
"Spokane Community College","8890","10982","6483","7356","6084"
"NorQuest College","8898","7871","6748","7356","6084"
"(3) Universidad de Puerto Rico Aguadilla","8898","11052","10997","7356","5341"
"Cascadia Community College","8898","10624","6530","7356","6084"
"Tri County Technical College","8898","9078","6648","7356","6084"
"(3) Guangzhou College South China University of Technology / 华南理工大学广州学院","8898","8512","6709","7356","6084"
"Guangxi Eco-engineering Vocational and Technical College / 广西生态工程职业技术学院","8898","11312","6480","7356","6084"
"Institut Teknologi Adhi Tama ITATS Surabaya","8898","6538","12199","4430","6084"
"Joshibi University of Art and Design / 女子美術大学","8898","12143","6412","7356","6084"
"Iowa Valley Community College District","8906","9739","6606","7356","6084"
"Cégep de Sherbrooke","8906","7718","6777","7356","6084"
"Deutsch-Französische Hochschule / Université Franco-Allemande","8906","10218","6561","7356","6084"
"FIA Business School","8906","10643","6537","7356","6084"
"Lake Superior College","8906","12615","6379","7356","6084"
"(3) Moscow Orthodox Theological Academy / Московская православная духовная академия","8906","7311","6804","7356","6084"
"Mongolian Universityy of Life Sciences (Mongolian State University of Agriculture)","8906","12042","13887","7356","4882"
"New York Chiropractic College","8906","17906","5965","7356","6084"
"Sichuan University of Media and Communications / 四川传媒学院","8906","17472","6013","7356","6084"
"Songda College Guangzhou University / 广州大学松田学院","8906","12535","6385","7356","6084"
"State University of New York Jefferson Community College","8906","12673","6376","7356","6084"
"Chongqing Foreign Studies University Chongqing Southern Translation College / 四川外国语大学重庆南方翻译学院","8906","7054","6831","7356","6084"
"Ukhta State Technical University / Ухтинский государственный технический университет","8906","5480","6976","7356","6084"
"Siberian State University of Geosystems and Technologies / Сибирский государственный университет геосистем и технологий","8919","6792","6869","7356","6084"
"Sheridan College","8919","11677","6476","7356","6084"
"Shanwei Polytechnic / 汕尾职业技术学院","8919","14008","6284","7356","6084"
"Three Gorges Vocational College of Electric Power / 三峡电力职业学院","8919","15244","6189","7356","6084"
"Tianjin Light Industry Vocational Technical College / 天津轻工职业技术学院","8919","10429","6558","7356","6084"
"École Nationale de Météorologie INP ENM (comUE Université de Toulouse)","8919","16123","10587","7356","5341"
"Shanghai Donghai Vocational & Technical College (East-Sea University) / 上海东海职业技术学院","8919","15141","6190","7356","6084"
"Hellenic Naval Academy","8919","17378","14089","7356","4768"
"Vermont College of Fine Arts","8919","12535","6402","7356","6084"
"Wuhan Police Vocational College / 武汉警官职业学院","8919","14738","6220","7356","6084"
"Moscow Financial and Law University","8919","5070","7045","7356","6084"
"North Iowa Area Community College","8919","12878","6370","7356","6084"
"Stanly Community College","8931","11650","6485","7356","6084"
"Southwestern Michigan College","8931","12629","6406","7356","6084"
"Volga University VN Tatishchev / Волжский университет В Н Татищева","8931","10532","6560","7356","6084"
"Westfield State University","8931","5924","11698","5039","6084"
"Niigata University of Management / 新潟経営大学","8935","9091","11221","7356","5341"
"Sanford Brown","8935","12946","6396","7356","6084"
"Sichuan Vocational College of Information Technology / 四川信息职业技术学院","8935","12263","6450","7356","6084"
"École Supérieure d'Agriculture d'Angers ESA (comUE Université Bretagne Loire)","8935","8719","6735","7356","6084"
"Joseph Ayo Babalola University","8935","25775","13131","6690","5178"
"Lake Michigan College","8935","10399","6588","7356","6084"
"Columbia Gorge Community College","8935","11219","6531","7356","6084"
"Chongqing University of Education / 重庆第二师范学院","8935","6792","6887","7356","6084"
"Chongqing University of Posts and Telecommunications / 重庆邮电大学移通学院","8935","5850","6974","7356","6084"
"ESMOD international","8935","8686","6736","7356","6084"
"Shandong Urban Construction Vocational College / 山东城市建设职业学院","8935","8543","6749","7356","6084"
"Garden City University College","8946","24088","5511","7356","6084"
"Zhengzhou Technical College / 郑州职业技术学院","8946","15266","6218","7356","6084"
"Lord Fairfax Community College","8946","9697","6658","7356","6084"
"Cowley College","8946","6500","6917","7356","6084"
"Paul Theorem Institute of Technology / 保定理工学院","8946","8812","6737","7356","6084"
"Catawba Valley Community College","8946","8880","6734","7356","6084"
"Alzaiem Alazhari University","8952","11701","16284","7356","4534"
"WSU Tech","8952","17497","6060","7356","6084"
"Temple College","8952","10889","6565","7356","6084"
"Toi Ohomai Institute of Technology","8952","13806","9765","6054","6084"
"Universidade Anhanguera UNIDERP","8952","12189","10978","7356","5341"
"Islamic Azad University Sirjan","8952","19089","16014","7356","4454"
"Jiaxing Nanyang Polytechnic Institute / 嘉兴南洋职业技术学院","8952","8080","6807","7356","6084"
"Lanier Technical College","8952","14327","6301","7356","6084"
"Lapland University of Applied Sciences / Lapin ammattikorkeakoulu etusivu","8952","5374","7042","7356","6084"
"ranking","","","","",""
"NEXT Uddannelse København","8952","15222","6227","7356","6084"
"NIMS University","8952","16345","11687","4260","6084"
"Norwegian State Academy of Music / Norges Musikkhøgskole","8952","7786","6832","7356","6084"
"National Institute of Urban Affairs","8964","3329","7380","7356","6084"
"(1) Shandong Business Institute / 山东商务职业学院","8964","11709","6535","7356","6084"
"Fundación Universitaria Católica del Norte","8964","5184","7091","7356","6084"
"Universidad Magister","8964","12157","6497","7356","6084"
"University of Maine Fort Kent","8964","9006","6745","7356","6084"
"Anhui Professional College of Art / 安徽艺术职业学院","8964","12932","6428","7356","6084"
"Charter College","8964","14855","6269","7356","6084"
"Cleary University","8964","16177","6173","7356","6084"
"Zhejiang Post and Telecommunication College / 浙江邮电职业技术学院","8964","13124","6411","7356","6084"
"Indiana University/Purdue University Columbus","8964","13596","10722","5319","6084"
"King's University","8964","9905","6673","7356","6084"
"Kyrgyz State Medical Academy","8975","9616","17725","7356","4332"
"Awdhesh Pratap Singh University","8975","21333","12282","7356","5022"
"Bashkir Academy of Public Administration and Management / Башкирская академия государственной службы и управления при Президенте Республики Башкортостан","8975","6925","6923","7356","6084"
"Changchun Finance College / 长春金融高等专科学校","8975","9595","6715","7356","6084"
"Central Wyoming College","8975","12878","6449","7356","6084"
"Liming Vocational University / 黎明职业大学","8975","20162","5866","7356","6084"
"Loyalist College","8975","9097","6756","7356","6084"
"Miami Ad School","8975","18349","6017","7356","6084"
"Jiangxi New Energy Technology Vocational College / 江西新能源科技职业学院","8975","11376","6556","7356","6084"
"Università Telematica Pegaso","8975","12088","8796","6670","6084"
"Tokyo Zokei University / 東京造形大学","8975","8825","6763","7356","6084"
"Zibo Normal College / 淄博师范高等专科学校","8986","7509","6896","7356","6084"
"Luohe Vocational Technology College / 漯河职业技术学院","8986","10520","6645","7356","6084"
"Hungarian Academy of Fine Arts Budapest / Magyar Képzőművészeti Egyetem MKE","8986","5070","7145","7356","6084"
"Osaka University of Commerce / 大阪商業大学","8986","13536","9288","7356","5624"
"Universidad ISALUD","8986","14958","11954","7356","5178"
"Imam Sadiq University","8986","2778","7509","7356","6084"
"Jilin Railway Technology College / 吉林铁道职业技术学院","8986","11001","6593","7356","6084"
"Chisholm Institute","8986","16177","6193","7356","6084"
"Chongqing Information Technology College / 重庆信息技术职业学院","8986","10399","6664","7356","6084"
"EELK Usuteaduse Instituut","8986","4222","7262","7356","6084"
"Universidad Católica de Colombia","8986","1764","7728","7356","6084"
"Shangqiu Medical College / 商丘医学高等专科学校","8997","13596","6414","7356","6084"
"Holmesglen Institute","8997","14189","6364","7356","6084"
"Henan Normal University / 河南师范大学","8997","7594","11031","5520","6084"
"Mody University (Mody Institute of Technology and Science)","8997","7311","12728","4015","6084"
"Admiral Nevelsky State Maritime University / Морской государственный университет Г И Невельского","8997","4585","7225","7356","6084"
"Nara University / 奈良大学","8997","5163","7132","7356","6084"
"NIIT University","8997","17690","11168","4674","6084"
"NTI Distance Education","8997","12263","6523","7356","6084"
"Periyar Maniammai University","8997","18271","13421","7356","4882"
"Sichuan College of Traditional Chinese Medicine / 四川中医药高等专科学校","8997","11880","6551","7356","6084"
"Chihlee Institute of Technology","8997","3645","7367","7356","6084"
"Faculdade Cásper Líbero FACASPER","9008","5279","9451","6670","6084"
"Fryderyk Chopin University of Music / Uniwersytet Muzyczny Fryderyka Chopina","9008","6726","6969","7356","6084"
"Graduate School of Management Globis University","9008","11467","6574","7356","6084"
"Golden West College","9008","13652","6420","7356","6084"
"Hanoi University / Trường Đại học Hà Nội","9008","8709","12511","7356","5178"
"Hochschule für angewandte Wissenschaft und Kunst HAWK","9008","5226","7143","7356","6084"
"William James College","9008","11564","6581","7356","6084"
"Wuxi Vocational College of Science and Technology / 无锡科技职业学院","9008","12325","6536","7356","6084"
"Shandong Huayu University of Technology / 山东华宇工学院","9008","11335","6589","7356","6084"
"Seinajoki University of Applied Sciences / Seinäjoen ammattikorkeakoulu","9008","6135","7031","7356","6084"
"Shelton State Community College","9008","9518","6752","7356","6084"
"Sherman College of Chiropractic","9008","11975","6557","7356","6084"
"Yunnan University Tourism and Culture College / 云南大学旅游文化学院","9008","7594","6907","7356","6084"
"Samarkand State University","9008","4204","13645","3523","6084"
"Primeasia University","9022","18616","14704","7073","4882"
"Institute for Cognitive Science Studies","9022","18616","14655","7356","4673"
"Koya University","9022","3334","13344","3967","6084"
"Judson College Alabama","9026","14619","6360","7356","6084"
"Norwalk Community College","9026","12509","6542","7356","6084"
"Alexandria Technical College","9026","18780","6030","7356","6084"
